,movie_title,cluster_KMeans,tsne-2d-one,tsne-2d-two
3620,Miss March,0,-3.656177,12.922933
3621,Wish I Was Here,12,1.8078226,6.806354
3622,Simply Irresistible,11,7.5265894,11.275113
3624,Hedwig and the Angry Inch,12,4.38832,5.4979343
3625,Only the Strong,4,3.993321,-1.997261
3627,Shattered Glass,14,9.214824,-1.0749496
3628,Novocaine,1,3.2691033,-10.123978
3631,The Wackness,11,4.64019,13.59732
3634,Beastmaster 2: Through the Portal of Time,3,-11.5862875,-3.48348
3635,The 5th Quarter,10,13.843717,0.13361752
3637,The Greatest,2,11.316913,5.94857
3639,Come Early Morning,2,10.845341,9.876465
3640,Lucky Break,0,-3.564243,10.056626
3642,"Surfer, Dude",8,-5.3240376,4.9940696
3647,Deadfall,7,8.603188,-12.749421
3652,L'auberge espagnole,12,1.8079498,6.806819
3655,Winter in Wartime,14,9.024724,-2.673898
3659,The Protector,1,1.4223891,-11.736358
3662,Bend It Like Beckham,11,6.0388355,15.672714
3663,Sunshine State,2,11.316495,5.950252
3664,Crossover,3,-6.958965,-2.8679085
3666,[Rec] 2,6,-7.065574,-13.876146
3670,Diary of a Mad Black Woman,11,4.6401744,13.600304
3671,Shine,2,14.443734,4.1400256
3672,Don Jon,11,4.6402216,13.600538
3674,Ghost World,12,1.0267013,9.944781
3675,Iris,2,11.7808,10.191283
3677,The Chorus,14,7.8948193,2.0501156
3678,Mambo Italiano,12,1.9411323,5.4474916
3679,Wonderland,1,4.9420276,-14.27097
3681,Harvard Man,9,-0.67076397,-1.826849
3682,Le Havre,12,1.810501,6.806155
3684,R100,12,1.8073336,6.8072653
3687,Salvation Boulevard,4,0.38447344,-4.796413
3688,The Ten,0,-5.0873303,12.062047
3690,Headhunters,7,8.873991,-10.313874
3692,Saint Ralph,12,2.2528872,5.051497
3696,Insidious: Chapter 2,6,-5.3393188,-11.042629
3697,Saw II,6,-4.804164,-15.213647
3698,10 Cloverfield Lane,4,3.4985983,-8.171975
3699,Jackass: The Movie,8,-3.2857249,3.7000508
3700,Lights Out,6,-7.0651884,-13.876511
3701,Paranormal Activity 3,6,-6.4456973,-14.1240015
3702,Ouija,6,-6.2881713,-12.819852
3705,Instructions Not Included,12,1.8164525,6.813871
3706,Paranormal Activity 4,6,-7.1400833,-13.748263
3709,Freddy's Dead: The Final Nightmare,13,-4.478007,-4.104503
3710,Monster,7,10.812867,-9.002719
3712,Paranormal Activity: The Marked Ones,6,-5.279686,-11.033453
3714,Dallas Buyers Club,10,13.090368,-2.236758
3715,The Lazarus Effect,6,-7.415931,-10.442773
3716,Memento,1,0.64200646,-14.727279
3717,Oculus,6,-4.9470925,-15.083226
3718,Clerks II,8,-5.320566,5.018837
3719,Billy Elliot,14,8.393789,2.6091108
3720,The Way Way Back,12,3.3158853,5.079026
3721,House Party 2,11,1.471883,13.094644
3723,Doug's 1st Movie,5,-13.395042,6.872707
3724,The Apostle,14,6.460029,0.018633697
3726,Our Idiot Brother,12,1.8200866,6.8207994
3728,The Players Club,12,1.8200865,6.8208
3730,"As Above, So Below",6,-2.547534,-14.112353
3731,Addicted,4,5.275287,-6.0276594
3732,Eve's Bayou,14,5.070622,-1.0715574
3733,Still Alice,14,6.457236,0.015662733
3737,My Big Fat Greek Wedding,0,-8.244011,11.942631
3738,Spring Breakers,7,10.148388,-5.595001
3739,Halloween: The Curse of Michael Myers,6,-4.5072994,-11.625285
3740,Y Tu Mamá También,11,5.0942717,12.116103
3741,Shaun of the Dead,8,-6.301236,2.595847
3742,The Haunting of Molly Hartley,4,1.8043542,-7.345561
3743,Lone Star,14,5.3904443,-2.457905
3748,Apollo 18,6,-2.1738832,-14.968487
3749,Sunshine Cleaning,12,0.4752814,9.581049
3750,No Escape,13,-5.507424,-6.561848
3754,Not Easily Broken,2,11.314908,5.9506273
3757,Digimon: The Movie,3,-14.685974,-1.559722
3758,Saved!,12,0.47528136,9.581049
3759,The Barbarian Invasions,11,1.5071776,11.675176
3761,The Forsaken,6,-4.5046835,-11.626234
3765,Slums of Beverly Hills,12,0.47528142,9.581049
3767,Made,7,5.247386,-7.888077
3768,Moon,4,4.7025847,-3.2860491
3771,The Sweet Hereafter,14,8.253733,0.87463236
3772,Of Gods and Men,14,6.4540434,0.01473693
3773,Bottle Shock,12,1.8235433,6.8242764
3775,Heavenly Creatures,2,7.4948215,8.33826
3776,90 Minutes in Heaven,14,6.4530845,0.018050615
3777,Everything Must Go,12,1.8235432,6.824276
3778,Zero Effect,1,5.933755,-12.734564
3779,The Machinist,4,5.063128,-6.2953978
3780,Light Sleeper,7,9.693863,-5.9812255
3781,Kill the Messenger,1,6.4906793,-12.974624
3782,Rabbit Hole,14,6.447341,0.01932241
3783,Party Monster,7,10.6138315,-9.190584
3784,Green Room,6,-3.0268164,-11.148814
3787,Bottle Rocket,12,1.8377103,3.44068
3788,Albino Alligator,7,8.602635,-12.755354
3793,"Lovely, Still",2,11.31358,5.9525843
3795,Desert Blue,14,6.462375,0.015550766
3798,Redacted,13,-1.4378977,-9.921663
3799,Fascination,7,5.7689157,-9.455258
3819,I Served the King of England,11,5.463216,14.006027
3821,Sling Blade,14,6.6271067,3.543591
3823,Hostel,6,-7.065197,-13.876685
3824,Tristram Shandy: A Cock and Bull Story,12,1.8663903,7.815102
3825,Take Shelter,4,5.2752876,-6.02766
3831,Only God Forgives,7,10.148311,-5.595146
3837,The Names of Love,11,4.6345325,13.595337
3839,Savage Grace,14,7.0329075,-1.5564545
3843,Four Weddings and a Funeral,11,2.5587626,15.157844
3846,25th Hour,14,6.4607234,0.018294439
3848,Bound,7,8.100313,-8.915705
3849,Requiem for a Dream,14,6.45069,0.01814537
3851,Tango,14,5.0880146,1.578401
3854,Donnie Darko,4,3.4533966,-6.197666
3856,Character,7,10.499392,-7.2833447
3857,Spun,12,1.8373374,3.441126
3861,Mean Machine,12,2.3447511,4.980062
3862,Exiled,13,-0.97599304,-6.9750476
3865,After.Life,1,-1.1286769,-12.567484
3873,The Sweeney,1,1.3806063,-11.984214
3876,Whale Rider,14,5.089142,2.4244494
3883,Night Watch,6,-5.262534,-10.395344
3884,The Crying Game,7,8.2276,-8.665133
3886,Survival of the Dead,6,-7.1471825,-14.141608
3888,Lost in Translation,12,6.3659234,5.5009117
3892,Monster's Ball,2,11.389975,5.0781193
3893,Maggie,14,3.6350324,-1.0589182
3894,Leaving Las Vegas,2,10.845544,9.876126
3898,The Boy Next Door,1,-0.03643012,-14.654774
3901,The Kids Are All Right,12,3.2944653,6.5331087
3905,The Last Exorcism Part II,4,1.8043716,-7.345577
3906,Boyhood,14,6.442436,0.023513775
3907,Scoop,9,-3.3204658,2.2552574
3909,The Wash,8,-5.325558,5.0182233
3910,3 Strikes,8,-5.325558,5.0182233
3911,The Cooler,2,9.155672,7.5424848
3913,The Night Listener,1,1.8213115,-14.923193
3916,The Orphanage,1,4.521882,-10.498363
3917,A Haunted House 2,8,-8.79051,5.018784
3918,The Rules of Attraction,11,3.8905838,15.176722
3921,Four Rooms,8,-8.79051,5.018784
3922,Secretary,11,3.4991395,14.322443
3923,The Real Cancun,9,0.33810863,1.5967155
3925,Waiting for Guffman,8,-5.311629,5.0230627
3926,Love Stinks,8,-5.636856,6.3832426
3927,You Kill Me,9,-1.709574,-1.8841457
3928,Thumbsucker,12,0.44603467,9.643848
3930,Mirrormask,5,-11.26387,-0.09058431
3931,Samsara,9,0.26635617,2.0476034
3935,Poolhall Junkies,4,5.65989,-6.486082
3936,The Loss of Sexual Innocence,14,7.032907,-1.5564545
3938,Joe,14,6.118475,2.007523
3939,Shooting Fish,0,-3.661459,10.322509
3941,Psycho Beach Party,6,-4.905889,-15.08291
3942,The Big Tease,8,-5.3038163,5.021538
3944,Trust,7,7.885257,-10.994286
3945,An Everlasting Piece,8,-3.4422572,4.486101
3947,Adore,2,7.5057836,6.726456
3949,Mondays in the Sun,12,1.81419,6.8275633
3950,Stake Land,14,2.906676,-0.67867386
3952,The Last Time I Committed Suicide,10,13.067605,-2.2830546
3953,Futuro Beach,14,6.455774,0.03062698
3971,Desert Dancer,10,13.067465,-2.282827
3977,Defendor,12,1.8373649,3.4410987
3979,The Good Heart,14,5.340594,0.4253002
3980,The History Boys,12,0.4751739,9.581131
3984,The Full Monty,12,4.29657,5.5808296
3987,Friday,12,1.812988,6.835799
3988,Menace II Society,7,9.408959,-10.574022
3996,The Witch,6,-4.947372,-15.083281
3997,I Got the Hook Up,8,-3.6435244,7.161241
3998,She's the One,11,8.152164,11.868014
3999,Gods and Monsters,12,6.3178444,5.834104
4000,The Secret in Their Eyes,1,4.5062304,-11.926094
4004,Pootie Tang,9,-6.9761853,-0.98989254
4006,La otra conquista,14,9.214003,-1.0732942
4007,Trollhunter,12,-0.6321868,5.826991
4008,Ira & Abby,0,-4.7194057,12.628721
4010,Winter Passing,12,3.5513947,7.7491217
4011,D.E.B.S.,0,-5.4131083,11.229661
4024,March of the Penguins,9,0.33756086,1.596827
4025,Margin Call,10,13.343742,-5.87688
4027,Choke,12,4.5378833,7.4049306
4028,Whiplash,14,8.192991,2.0876908
4029,City of God,7,10.148317,-5.595628
4030,Human Traffic,8,-2.612741,5.7948613
4033,The Hunt,14,6.465722,0.028839713
4035,Bella,2,11.314643,5.9518375
4043,Maria Full of Grace,7,9.499083,-6.702908
4044,Beginners,11,5.6638556,12.56401
4050,Trainspotting,14,5.103991,0.5361279
4051,The Original Kings of Comedy,8,-3.2857249,3.7000508
4052,Paranormal Activity 2,6,-7.065353,-13.87705
4053,Waking Ned Devine,8,-5.6851974,3.8297627
4054,Bowling for Columbine,7,10.4556,-5.1102533
4058,The Purge,6,-7.416328,-10.442816
4059,Sinister,6,-4.9473715,-15.083281
4060,Martin Lawrence Live: Runteldat,8,-3.2068305,3.670414
4063,Air Bud,12,-0.72057104,6.6742716
4067,Spaced Invaders,5,-9.517005,2.0022087
4070,Jason Goes to Hell: The Final Friday,6,-5.279892,-11.033796
4072,Dave Chappelle's Block Party,8,-2.2658281,4.890199
4075,Next Day Air,9,-4.0966716,-0.51476264
4081,Phat Girlz,8,-5.300523,5.0244956
4082,Before Midnight,2,8.39142,5.744987
4086,Real Women Have Curves,12,0.475053,9.581252
4089,East Is East,12,2.2879114,8.76458
4090,Whipped,0,-4.7194057,12.628722
4091,Kama Sutra: A Tale of Love,2,8.483297,5.656306
4094,Warlock: The Armageddon,6,-6.4206243,-12.652802
4095,8 Heads in a Duffel Bag,9,-2.5714247,1.4704878
4097,Thirteen Conversations About One Thing,14,6.456548,0.03372284
4098,Jawbreaker,9,-1.6883858,-1.2325652
4099,Basquiat,12,6.317845,5.834104
4101,Tsotsi,7,10.148535,-5.595783
4103,DysFunktional Family,8,-3.2857249,3.7000506
4104,Tusk,12,0.79731494,6.2281213
4105,Oldboy,1,4.84176,-10.582001
4106,Letters to God,14,5.0900626,2.4241316
4107,Hobo with a Shotgun,13,-4.8189254,-3.3156326
4114,Bachelorette,0,-2.959209,13.884411
4117,Tim and Eric's Billion Dollar Movie,8,-5.300586,5.0243735
4120,Summer Storm,11,3.0863965,11.020448
4122,Chain Letter,6,-4.2663145,-11.791942
4123,Just Looking,12,1.8163518,6.8394203
4124,The Divide,4,3.5904884,-6.4222383
4144,Central Station,14,6.4582214,0.04650004
4147,Boynton Beach Club,0,-4.7196226,12.628596
4151,High Tension,6,-7.476653,-14.190161
4154,Hustle & Flow,14,7.7046394,3.4484732
4159,Diary of the Dead,6,-7.0646567,-13.872676
4161,Ulee's Gold,14,6.4685087,-0.023542587
4175,Timecrimes,6,-2.2321696,-14.970287
4180,A Haunted House,8,-8.790846,5.018889
4181,2016: Obama's America,9,0.3382395,1.5967585
4183,That Thing You Do!,12,4.2969694,5.5804443
4187,Kevin Hart: Let Me Explain,8,-3.2857249,3.7000506
4188,My Own Private Idaho,14,6.6148076,3.710453
4189,Garden State,11,4.032461,14.362586
4190,Before Sunrise,2,10.844896,9.876352
4192,Jesus' Son,14,4.845605,1.4954956
4195,Robot & Frank,12,1.6256136,3.6252017
4196,My Life Without Me,2,10.685431,9.757401
4197,The Spectacular Now,11,2.2347274,13.687459
4199,Religulous,8,-3.4556272,3.7239282
4200,Fuel,9,0.33838058,1.596581
4203,Eye of the Dolphin,12,0.39981574,7.059238
4204,8: The Mormon Proposition,9,0.3338055,1.6171155
4205,The Other End of the Line,11,4.648106,13.606428
4206,Anatomy,6,-3.9013462,-11.876411
4207,Sleep Dealer,4,3.0267005,-5.7557592
4208,Super,12,1.916416,3.7096431
4212,Get on the Bus,14,9.212853,-1.0736662
4213,Thr3e,1,-1.1280427,-12.566767
4216,This Is England,7,10.148656,-5.59559
4219,Go for It!,14,6.633395,1.0770855
4230,The Last Sin Eater,14,5.0704427,-1.071627
4240,Elling,12,5.253211,7.1277413
4251,It Follows,6,-4.946758,-15.083888
4255,The Legend of Drunken Master,9,-6.2672405,0.41661367
4257,Boys Don't Cry,2,11.874477,10.24182
4258,Silent House,1,-1.1280428,-12.566767
4259,The Lives of Others,4,6.419577,-5.717781
4260,Courageous,14,6.1971345,-1.4214483
4263,The Triplets of Belleville,12,0.33124846,6.9241
4264,Smoke Signals,12,1.8009892,6.842106
4266,Before Sunset,2,10.845333,9.87656
4267,Amores Perros,4,5.12779,-6.0311556
4268,Thirteen,14,6.6153636,3.7113442
4270,Winter's Bone,14,6.4327307,0.02393572
4273,Me and You and Everyone We Know,12,1.7970222,6.8467555
4275,We Are Your Friends,2,13.865161,6.25134
4277,Harsh Times,1,0.7005861,-10.248777
4278,Captive,7,8.87292,-10.32316
4279,Full Frontal,0,-1.685885,12.944059
4283,Shortbus,11,4.6490006,13.605901
4285,"The Book of Mormon Movie, Volume 1: The Journey",5,-10.488545,0.2971007
4287,The Diary of a Teenage Girl,2,7.9342337,5.3813357
4289,In the Shadow of the Moon,9,0.5054036,1.3547084
4291,Inside Deep Throat,9,0.80683047,0.8368757
4294,The Virginity Hit,8,-5.3074875,5.017131
4296,House of D,12,1.0258245,9.945876
4301,Saint John of Las Vegas,12,1.7970221,6.8467555
4303,Stonewall,14,6.427695,0.023089107
4311,London,2,12.098419,7.115672
4312,Sherrybaby,14,6.427267,0.026428819
4318,Gangster's Paradise: Jerusalema,1,1.3806037,-11.9843445
4333,The Ghastly Love of Johnny X,8,-9.088007,3.8370838
4344,Northfork,14,6.016552,2.0136936
4346,Buried,1,4.5218415,-10.497055
4349,One to Another,14,6.43421,0.029528027
4353,Man on Wire,9,0.97059685,0.427727
4355,Brotherly Love,14,6.197145,-1.421473
4356,The Last Exorcism,4,1.8047478,-7.3477163
4360,El crimen del padre Amaro,2,10.845115,9.8764105
4361,Beasts of the Southern Wild,14,4.661875,0.2766543
4363,Songcatcher,14,8.539427,2.5834002
4375,Run Lola Run,7,9.49185,-6.7167287
4376,May,14,6.025613,3.3988402
4381,In the Bedroom,7,10.432358,-5.2185106
4382,I Spit on Your Grave,6,-4.457274,-11.842839
4383,"Happy, Texas",0,-3.5912452,10.107256
4384,My Summer of Love,2,11.3167715,5.95447
4385,The Lunchbox,2,11.316719,5.9540505
4386,Yes,2,11.316073,5.9546194
4393,Caramel,11,2.9959753,10.943795
4399,I Love Your Work,14,5.6502986,-2.1916182
4402,Waitress,11,5.181092,15.93101
4406,The Squid and the Whale,12,3.315557,5.078885
4407,Kissing Jessica Stein,11,2.9445307,11.0216255
4411,Exotica,2,10.057718,5.089962
4412,Buffalo '66,11,6.2889643,13.042968
4413,Insidious,6,-2.9644172,-13.278597
4415,Nine Queens,7,8.872572,-10.323531
4417,The Ballad of Jack and Rose,14,5.6553802,-0.7334964
4418,The To Do List,0,-2.9237576,11.741018
4419,Killing Zoe,7,9.609321,-9.283068
4420,The Believer,14,6.438481,0.034199446
4423,Session 9,6,-4.9471364,-15.083863
4424,I Want Someone to Eat Cheese With,0,-2.9227998,11.741192
4428,Stolen Summer,14,8.2800045,1.1072
4429,My Name Is Bruce,8,-8.791059,5.018999
4434,Pontypool,6,-6.4197803,-12.650627
4435,Trucker,14,6.436389,0.036552962
4437,The Lords of Salem,4,0.88670516,-7.3932467
4450,The Holy Girl,14,6.4458437,0.03250444
4452,Incident at Loch Ness,8,-7.236882,2.6057305
4458,"Lock, Stock and Two Smoking Barrels",9,-2.390094,1.4568312
4461,The Celebration,14,5.0026507,-0.92999953
4462,Trees Lounge,12,1.8026109,6.8376665
4463,Journey from the Fall,14,6.440657,0.035144355
4464,The Basket,14,6.440618,0.03524573
4470,The Hebrew Hammer,8,-5.3000927,5.029041
4485,Saw,6,-2.545948,-14.114611
4486,Super Troopers,9,-3.538954,1.7426897
4490,Monsoon Wedding,11,4.8694415,16.037529
4491,You Can Count on Me,14,6.4393044,0.035526354
4494,But I'm a Cheerleader,12,1.8026916,6.8375363
4495,Home Run,10,10.742802,0.8819985
4496,Reservoir Dogs,7,8.873028,-10.323402
4499,The Second Mother,12,1.8028405,6.8419394
4500,Blue Like Jazz,12,3.2950492,6.5332704
4501,Down and Out with the Dolls,8,-2.576417,5.479945
4511,Airborne,8,-6.216269,7.834489
4515,Waiting...,8,-5.2998357,5.0291615
4522,Beyond the Black Rainbow,13,-7.770796,-8.822841
4523,The Raid: Redemption,13,-3.1886976,-8.214341
4534,Unfriended,6,-2.2210472,-14.569581
4538,Chernobyl Diaries,6,-2.2322555,-14.970425
4540,God's Not Dead 2,14,6.4455833,0.033841074
4541,Cry_Wolf,1,-1.2147833,-12.415876
4542,Godzilla 2000,4,-0.4522219,-4.1090965
4543,Blue Valentine,2,10.919406,9.89263
4544,Transamerica,12,0.21284899,4.7949753
4545,The Devil Inside,6,-7.0681753,-13.880483
4551,The Green Inferno,6,-7.2939396,-13.976111
4553,The Sessions,11,8.398985,11.906362
4556,Next Stop Wonderland,11,8.152148,11.867777
4561,Frozen River,7,9.492309,-6.71636
4562,20 Feet from Stardom,9,0.26635617,2.0476031
4563,Two Girls and a Guy,12,1.8088299,6.8611345
4564,Walking and Talking,11,2.394984,11.896103
4566,Who Killed the Electric Car?,9,0.33790943,1.5974329
4567,The Broken Hearts Club: A Romantic Comedy,11,3.045482,11.70029
4570,Slam,14,7.777314,-0.5839734
4571,Brigham City,7,10.623787,-6.782315
4574,Orgazmo,8,-8.506215,2.3619187
4575,All the Real Girls,2,10.013805,9.747644
4576,Dream with the Fishes,12,1.8012612,6.858208
4577,Blue Car,14,6.4427714,0.053906716
4581,Wristcutters: A Love Story,11,6.2069917,10.984944
4583,The Battle of Shaker Heights,11,2.506877,13.201458
4585,The Act of Killing,9,0.9515266,0.51976746
4586,Taxi to the Dark Side,9,0.09634879,1.4362314
4587,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,9,0.5287966,1.5195072
4590,Antarctica: A Year on Ice,10,12.300118,-2.7802963
4592,Hardflip,4,3.9936428,-1.9972866
4594,The House of the Devil,6,-7.2790284,-14.060912
4595,The Perfect Host,9,-1.7754883,-1.416245
4596,Safe Men,9,-2.5731914,1.4697012
4599,The Specials,9,-8.107658,0.5741009
4601,Alone with Her,7,8.873379,-10.323597
4602,Creative Control,14,3.6604965,-0.123100266
4603,Special,12,0.7240508,5.409455
4606,In Her Line of Fire,14,4.2431126,-1.7885332
4607,The Jimmy Show,12,1.8007908,6.86111
4639,L!fe Happens,8,-2.936944,7.8733735
4640,"4 Months, 3 Weeks and 2 Days",14,6.615148,3.711813
4642,Hard Candy,7,8.873225,-10.323308
4643,The Quiet,4,4.457307,-5.952287
4645,Fruitvale Station,2,14.58043,3.2399144
4646,The Brass Teapot,8,-8.796404,5.0825195
4650,Latter Days,11,4.6460543,13.605253
4653,"For a Good Time, Call...",8,-2.9369442,7.8733735
4655,Time Changer,14,3.9214864,0.037158843
4659,A Separation,14,5.3998113,-2.3012433
4661,Welcome to the Dollhouse,12,0.396658,9.5151005
4662,Ruby in Paradise,2,11.316256,5.9539905
4663,Raising Victor Vargas,2,11.316206,5.9539466
4667,Deterrence,4,5.279531,-6.0243163
4671,Dead Snow,8,-6.3014402,2.5966325
4677,Safety Not Guaranteed,11,4.6468077,13.607547
4679,Kill List,6,-3.0675142,-11.020566
4680,The Innkeepers,6,-7.068488,-13.880746
4683,Interview with the Assassin,14,6.4458313,0.057495177
4684,Donkey Punch,7,8.748739,-11.403952
4688,Hoop Dreams,10,11.509213,1.2345734
4691,L.I.E.,7,10.148976,-5.596069
4696,Half Nelson,14,5.1039915,0.5361278
4707,The Blair Witch Project,6,-7.068488,-13.880747
4710,Mercy Streets,7,8.776367,-5.234609
4712,Broken Vessels,14,6.4469314,0.05547929
4723,Fireproof,2,12.261301,7.783578
4726,Open Water,7,7.585834,-6.292919
4730,The Station Agent,12,1.8234524,6.866241
4731,To Save a Life,14,6.6151485,3.711813
4733,Beyond the Mat,9,0.7734008,1.3090708
4735,Osama,14,7.395121,1.7994308
4736,Sholem Aleichem: Laughing in the Darkness,9,0.3379072,1.5974283
4737,Groove,14,8.393218,2.6088045
4739,Twin Falls Idaho,14,6.451934,0.057702787
4740,Mean Creek,7,9.593632,-5.2836995
4741,Hurricane Streets,2,10.061584,5.504722
4742,Never Again,0,-1.2251663,15.808404
4743,Civil Brand,7,9.402831,-9.129743
4744,Lonesome Jim,12,1.8226472,6.8663683
4750,Finishing the Game: The Search for a New Bruce Lee,8,-5.2947044,5.0301366
4751,Rubber,8,-8.310107,4.309687
4753,Kiss the Bride,0,-1.4442145,14.025527
4754,The Slaughter Rule,10,10.742722,0.8821615
4755,Monsters,4,3.582766,-7.070877
4758,Detention of the Dead,8,-6.3014407,2.5966322
4780,Straight Out of Brooklyn,7,10.148888,-5.5960217
4781,Bloody Sunday,14,9.026347,-2.676793
4783,Conversations with Other Women,11,2.5589862,15.1579075
4784,Poultrygeist: Night of the Chicken Dead,8,-6.2092576,2.6185281
4788,Metropolitan,11,4.6447215,13.604354
4791,Napoleon Dynamite,8,-4.482644,8.117221
4792,Blue Ruin,7,8.873223,-10.323308
4793,Paranormal Activity,6,-7.0684886,-13.880747
4796,Quinceañera,14,5.685294,-1.3819542
4799,Tarnation,9,0.52931625,1.3345549
4804,What Happens in Vegas,0,-3.490564,14.770588
4814,Maniac,6,-4.503241,-11.623434
4816,Murderball,9,0.5287966,1.5195072
4827,Tumbleweeds,12,1.8226472,6.866369
4828,The Prophecy,6,-3.2119565,-12.910954
4829,When the Cat's Away,0,-4.718958,12.628935
4830,Pieces of April,12,1.8143768,6.90904
4832,Old Joy,14,6.4315176,0.023798069
4833,Wendy and Lucy,14,5.973539,1.2121372
4840,Fighting Tommy Riley,10,11.53936,1.2904677
4845,Locker 13,6,-3.3113914,-10.240144
4851,Compliance,7,10.812808,-9.002961
4852,Chasing Amy,11,2.9787204,10.965462
4853,Lovely & Amazing,11,4.0059395,12.888394
4855,Better Luck Tomorrow,2,12.606066,3.9233418
4856,The Incredibly True Adventure of Two Girls in Love,11,2.3951979,11.898246
4857,Chuck & Buck,12,4.538994,7.4043245
4858,American Desi,11,3.9050708,15.230253
4860,Cube,1,-0.4164106,-14.109939
4862,I Married a Strange Person!,12,-0.025672285,5.650084
4863,November,1,4.6571603,-11.822049
4864,Like Crazy,2,8.395728,5.747114
4868,The Canyons,4,5.2794137,-6.023537
4890,Burn,9,0.33790943,1.5974327
4891,Urbania,14,5.973539,1.2121373
4896,Swingers,12,4.539316,7.40406
4915,The Trials of Darryl Hunt,9,-0.041489236,1.3663845
4921,Children of Heaven,14,8.494716,1.1697067
4922,Weekend,2,11.316566,5.9558434
4926,Another Earth,2,9.927747,6.656629
4930,Tadpole,11,7.661433,10.722231
4931,Once,2,13.866394,6.2517023
4933,The Horse Boy,9,0.33790943,1.5974327
4955,Facing the Giants,10,10.742875,0.8819907
4956,The Gallows,6,-3.8965728,-11.878698
4962,The Lost Skeleton of Cadavra,8,-8.842161,1.8647848
4964,Cheap Thrills,7,7.269381,-8.794685
4973,Pi,1,4.501555,-9.727028
4975,20 Dates,0,-5.7399783,13.253998
4977,Super Size Me,12,0.919828,7.314823
4978,The FP,8,-5.301043,5.024974
4979,Happy Christmas,12,1.7995394,6.894484
4984,The Brothers McMullen,11,8.152226,11.867778
4987,Tiny Furniture,11,4.648785,13.609799
4997,George Washington,14,6.416007,0.037397586
4998,Smiling Fish & Goat on Fire,0,-4.7195206,12.629134
5008,Clerks,8,-3.6458752,7.1604433
5011,In the Company of Men,12,3.6526117,8.289023
5015,Slacker,12,1.7943264,6.899013
5026,Clean,2,13.918113,6.307996
5027,The Circle,14,7.560542,-0.64755255
5033,Primer,4,3.4094267,-6.4367313
5035,El Mariachi,1,1.796009,-10.122473
5042,My Date with Drew,9,0.33749983,1.5967851
